user_id,age,location,content_liked,interest
8301,33,Germany,Business Talks,Finance
3082,43,India,News Articles,Business
8406,45,Australia,Political Debates,Fitness
1041,49,France,Political Debates,Cooking
7560,33,India,Documentaries,Finance
5345,34,Japan,Health Tips,Cooking
8149,35,Brazil,Financial Advice,Cooking
1382,31,South Korea,Business Talks,Cooking
3727,34,USA,Documentaries,Finance
2132,42,India,Health Tips,Health & Wellness
5440,40,Australia,News Articles,Politics
1318,43,USA,Business Talks,Cooking
4671,44,USA,Business Talks,Politics
1474,35,UK,Political Debates,Finance
9816,34,Japan,Documentaries,Health & Wellness
1947,44,Brazil,News Articles,Business
4502,40,Brazil,Documentaries,Politics
8218,47,Japan,News Articles,Finance
5805,40,France,Documentaries,Finance
7363,37,UK,Financial Advice,Fitness
205,46,Brazil,Documentaries,Science
5285,31,Japan,Documentaries,Politics
7817,47,USA,Health Tips,Business
5579,39,Australia,News Articles,Science
9031,36,Brazil,Political Debates,Politics
938,49,South Korea,Health Tips,Politics
3052,43,Brazil,Health Tips,Business
2695,33,USA,Political Debates,Fitness
422,37,Brazil,Health Tips,Cooking
9850,39,South Korea,Business Talks,Health & Wellness
8096,35,Germany,Political Debates,Science
4389,40,UK,Documentaries,Cooking
7317,47,Germany,Business Talks,Business
1904,42,Germany,Health Tips,Cooking
426,46,Canada,Health Tips,Politics
7249,33,Japan,Financial Advice,Fitness
1560,39,UK,Business Talks,Cooking
2171,45,Canada,Business Talks,Cooking
4164,35,India,Health Tips,Business
8068,43,Brazil,Health Tips,Finance
3617,44,USA,News Articles,Cooking
8352,45,Germany,Documentaries,Health & Wellness
1014,46,USA,News Articles,Health & Wellness
1309,43,UK,Health Tips,Science
4828,47,Canada,Political Debates,Science
1778,38,Australia,News Articles,Politics
7861,32,France,Political Debates,Cooking
6098,35,USA,News Articles,Fitness
4167,36,Japan,Financial Advice,Finance
5420,42,India,Financial Advice,Politics
1047,48,UK,Health Tips,Politics
4188,31,Australia,Documentaries,Science
3436,47,Germany,Political Debates,Science
5800,41,France,Documentaries,Cooking
6679,40,UK,Documentaries,Health & Wellness
9162,49,India,Documentaries,Finance
6772,44,Canada,Health Tips,Fitness
4435,40,Japan,Documentaries,Cooking
7945,45,Australia,Business Talks,Science
8018,49,Brazil,News Articles,Cooking
5513,34,Germany,Documentaries,Finance
8975,32,France,Political Debates,Cooking
7761,39,Canada,Financial Advice,Politics
6971,40,France,Business Talks,Cooking
6286,41,UK,Documentaries,Fitness
4013,44,India,Documentaries,Fitness
4397,37,Australia,Financial Advice,Science
2839,45,Canada,Documentaries,Fitness
8119,49,South Korea,Financial Advice,Health & Wellness
5902,45,Japan,Political Debates,Science
8144,38,Japan,Political Debates,Cooking
7229,41,Canada,Business Talks,Business
3703,39,Brazil,Health Tips,Business
1629,45,Canada,News Articles,Politics
3373,31,Canada,Documentaries,Politics
9259,31,India,News Articles,Science
2251,49,Canada,Health Tips,Cooking
284,33,Germany,Financial Advice,Fitness
7919,40,USA,News Articles,Science
4076,38,Canada,Health Tips,Health & Wellness
5738,45,Australia,Business Talks,Finance
1494,40,USA,Business Talks,Politics
5588,31,Australia,Business Talks,Politics
6587,48,UK,Financial Advice,Business
222,32,France,Political Debates,Health & Wellness
9580,49,Japan,Political Debates,Politics
5301,43,USA,Political Debates,Politics
4694,31,Germany,Financial Advice,Business
1667,32,France,Political Debates,Science
4758,46,UK,Political Debates,Politics
1555,45,USA,News Articles,Finance
9273,43,India,Financial Advice,Cooking
7116,46,Japan,Business Talks,Business
4148,47,France,Business Talks,Science
39,37,Brazil,Health Tips,Science
3938,47,Japan,Health Tips,Science
600,37,USA,Business Talks,Business
5724,43,Germany,Financial Advice,Science
6239,35,Brazil,News Articles,Science
7973,47,India,News Articles,Science
823,33,USA,Political Debates,Finance
8118,37,Canada,Documentaries,Cooking
4584,47,Japan,Political Debates,Finance
5852,37,Australia,Health Tips,Finance
6959,31,France,Health Tips,Finance
6361,47,Japan,Health Tips,Finance
803,47,India,Health Tips,Science
5826,41,France,Documentaries,Cooking
6033,33,Canada,Financial Advice,Health & Wellness
2871,45,Japan,Documentaries,Business
1099,41,UK,News Articles,Business
7453,46,India,Documentaries,Fitness
4272,39,Australia,Documentaries,Health & Wellness
5462,31,France,Business Talks,Cooking
441,46,France,Health Tips,Fitness
3153,39,UK,Health Tips,Politics
9655,49,South Korea,Financial Advice,Politics
2206,42,Germany,News Articles,Finance
3181,49,UK,Political Debates,Health & Wellness
1021,39,Canada,Business Talks,Health & Wellness
8010,37,South Korea,Financial Advice,Health & Wellness
4715,44,Japan,Financial Advice,Politics
6092,49,Canada,Political Debates,Fitness
1027,49,Japan,Documentaries,Fitness
1613,32,Germany,News Articles,Fitness
8975,39,UK,Business Talks,Science
1948,43,UK,Financial Advice,Science
7648,45,UK,Documentaries,Cooking
9940,33,South Korea,Financial Advice,Finance
6155,41,Brazil,Political Debates,Fitness
7761,44,South Korea,News Articles,Politics
4115,38,India,Business Talks,Health & Wellness
9250,48,Brazil,Documentaries,Health & Wellness
2043,49,USA,Business Talks,Cooking
9814,46,France,Business Talks,Health & Wellness
5953,32,Australia,Documentaries,Finance
2167,38,UK,Business Talks,Health & Wellness
7669,36,UK,Financial Advice,Business
3393,42,France,Health Tips,Cooking
7663,45,UK,Business Talks,Business
8557,38,France,Financial Advice,Science
3200,34,France,Health Tips,Cooking
9838,45,USA,Political Debates,Finance
3553,47,Australia,Financial Advice,Health & Wellness
3996,43,France,Business Talks,Fitness
5407,48,Brazil,Documentaries,Politics
7099,32,USA,Business Talks,Health & Wellness
8595,43,USA,Documentaries,Science
9806,43,France,Documentaries,Cooking
7103,45,France,Documentaries,Fitness
3202,40,UK,Documentaries,Health & Wellness
7557,33,Brazil,Financial Advice,Politics
7015,49,Brazil,Financial Advice,Politics
7729,33,India,Health Tips,Health & Wellness
2423,44,Germany,Health Tips,Health & Wellness
5986,38,India,News Articles,Science
8785,34,Canada,Health Tips,Cooking
6463,41,Australia,Health Tips,Cooking
2794,41,Australia,Financial Advice,Finance
5400,41,USA,Business Talks,Health & Wellness
1907,32,India,News Articles,Cooking
8399,47,Canada,Health Tips,Health & Wellness
6103,39,India,Financial Advice,Politics
2089,32,UK,Documentaries,Business
4722,45,USA,Documentaries,Health & Wellness
1925,46,USA,Business Talks,Health & Wellness
9553,34,Germany,News Articles,Science
3495,38,USA,News Articles,Business
8260,39,Australia,Financial Advice,Health & Wellness
7323,35,Japan,Financial Advice,Finance
1383,46,India,Health Tips,Science
7115,43,Brazil,Business Talks,Science
5998,37,South Korea,Business Talks,Business
9872,47,UK,News Articles,Finance
2705,33,Japan,Political Debates,Cooking
4692,35,South Korea,Documentaries,Cooking
125,49,India,News Articles,Fitness
4808,42,South Korea,Health Tips,Fitness
815,37,South Korea,Political Debates,Finance
8423,39,Canada,Political Debates,Health & Wellness
7107,36,Germany,Financial Advice,Finance
4629,47,India,Political Debates,Science
6633,46,Germany,Health Tips,Science
2505,33,Germany,Business Talks,Cooking
8904,34,USA,Health Tips,Fitness
6596,40,UK,Health Tips,Politics
1609,35,Brazil,Documentaries,Health & Wellness
2193,40,South Korea,News Articles,Fitness
733,42,UK,Health Tips,Politics
8705,40,Germany,Documentaries,Politics
5386,43,France,Documentaries,Politics
2222,41,Japan,Business Talks,Business
2769,46,Brazil,Documentaries,Science
3341,38,UK,Documentaries,Fitness
9812,38,Australia,Documentaries,Cooking
810,38,France,Business Talks,Cooking
3979,43,USA,Health Tips,Business
8115,32,UK,Documentaries,Health & Wellness
3309,42,France,Political Debates,Cooking
982,40,India,Documentaries,Cooking
8792,42,Canada,Political Debates,Politics
2259,41,Japan,News Articles,Finance
7750,45,USA,Political Debates,Health & Wellness
9805,46,Canada,Business Talks,Cooking
9232,47,UK,News Articles,Business
171,32,Germany,Political Debates,Fitness
4679,48,India,Financial Advice,Business
5302,42,India,Financial Advice,Fitness
5194,49,South Korea,Financial Advice,Politics
5495,48,Brazil,Financial Advice,Fitness
4703,47,Canada,News Articles,Politics
4439,36,UK,Political Debates,Cooking
3538,45,UK,Health Tips,Health & Wellness
6819,33,USA,Documentaries,Business
5606,36,South Korea,Health Tips,Politics
1217,33,Germany,Political Debates,Science
6309,31,Germany,Business Talks,Health & Wellness
5083,43,UK,Political Debates,Finance
8840,44,France,Documentaries,Fitness
6807,43,UK,Business Talks,Health & Wellness
4105,34,France,Health Tips,Fitness
7051,37,France,Financial Advice,Health & Wellness
690,40,France,News Articles,Fitness
8869,37,Brazil,Business Talks,Business
1003,45,India,Documentaries,Business
9746,45,Germany,Financial Advice,Politics
4867,34,UK,Health Tips,Finance
6454,36,Brazil,Financial Advice,Health & Wellness
32,35,Germany,Health Tips,Politics
3687,42,Canada,News Articles,Finance
7767,31,Germany,Business Talks,Cooking
1224,38,Germany,Political Debates,Fitness
2580,31,Germany,Documentaries,Business
3082,35,India,Political Debates,Politics
8651,36,Japan,Documentaries,Business
742,33,Japan,Documentaries,Business
7660,45,Canada,Documentaries,Business
6504,35,UK,News Articles,Cooking
6491,44,France,Health Tips,Business
9464,48,Germany,News Articles,Finance
5522,46,Germany,Health Tips,Finance
6843,36,France,Health Tips,Cooking
7279,44,Canada,Health Tips,Science
7191,38,France,Documentaries,Fitness
6882,37,Australia,Political Debates,Politics
9510,38,France,Documentaries,Science
9867,43,Australia,Health Tips,Science
2946,36,South Korea,News Articles,Health & Wellness
2666,48,USA,Documentaries,Finance
3367,32,France,Health Tips,Cooking
8138,38,USA,Documentaries,Finance
1730,41,Australia,Financial Advice,Cooking
9245,31,Japan,Political Debates,Health & Wellness
7300,36,Australia,Political Debates,Finance
4138,46,Japan,Financial Advice,Politics
3348,42,Canada,Business Talks,Cooking
6980,41,Brazil,Business Talks,Science
7263,40,Canada,Political Debates,Health & Wellness
4261,33,Canada,Health Tips,Science
2941,43,USA,Documentaries,Fitness
2803,33,Australia,Documentaries,Fitness
8528,45,France,Health Tips,Cooking
7502,46,Australia,News Articles,Science
1541,43,France,Financial Advice,Science
5614,47,India,Documentaries,Business
7489,33,Canada,Documentaries,Fitness
7939,41,USA,Documentaries,Business
8671,49,Germany,Business Talks,Fitness
220,41,Japan,Documentaries,Business
290,46,USA,Financial Advice,Cooking
9571,33,Canada,Financial Advice,Cooking
3775,36,Japan,Political Debates,Business
2567,44,South Korea,News Articles,Finance
7405,48,USA,Health Tips,Fitness
7968,47,UK,Financial Advice,Cooking
2621,34,India,Political Debates,Finance
2674,45,Germany,Health Tips,Science
1229,41,France,Health Tips,Health & Wellness
498,33,USA,Business Talks,Finance
9357,33,Australia,Political Debates,Politics
3528,46,Canada,Health Tips,Cooking
9106,35,Canada,Business Talks,Cooking
9716,40,Brazil,Health Tips,Health & Wellness
3618,49,Canada,Financial Advice,Finance
3303,34,Germany,Financial Advice,Science
3163,49,France,Health Tips,Cooking
2138,41,Australia,Political Debates,Finance
1806,32,Germany,Political Debates,Science
5311,40,USA,Political Debates,Health & Wellness
68,41,USA,News Articles,Science
7555,46,South Korea,Business Talks,Fitness
9460,49,Australia,Political Debates,Science
5516,41,UK,News Articles,Finance
2641,44,South Korea,Documentaries,Finance
8295,32,USA,Business Talks,Cooking
2447,35,India,Health Tips,Health & Wellness
8629,35,Canada,Business Talks,Science
5567,49,South Korea,Financial Advice,Health & Wellness
9215,42,India,Business Talks,Politics
2335,48,India,Documentaries,Finance
3390,34,USA,Financial Advice,Politics
2963,47,Brazil,Business Talks,Finance
2785,40,India,News Articles,Politics
5767,36,South Korea,Health Tips,Health & Wellness
5692,44,Australia,Financial Advice,Cooking
5457,41,Japan,Financial Advice,Science
4180,41,India,Financial Advice,Health & Wellness
1941,48,India,Financial Advice,Science
657,48,Germany,Documentaries,Business
7039,41,France,Documentaries,Finance
6026,42,France,Documentaries,Health & Wellness
6349,35,UK,Business Talks,Business
2339,39,Canada,Political Debates,Health & Wellness
6517,39,France,Health Tips,Business
2935,40,Germany,Financial Advice,Cooking
7591,49,Australia,Financial Advice,Cooking
5094,31,UK,Health Tips,Finance
8219,37,South Korea,Financial Advice,Science
9784,34,Australia,Health Tips,Finance
6730,31,India,News Articles,Health & Wellness
2512,45,Germany,Political Debates,Science
2789,38,Canada,Health Tips,Politics
5252,42,USA,Business Talks,Fitness
8634,48,India,Political Debates,Cooking
9341,45,Canada,Political Debates,Cooking
4176,47,Australia,Health Tips,Cooking
1368,44,UK,Health Tips,Finance
2910,44,France,Business Talks,Fitness
4495,48,South Korea,Financial Advice,Politics
7703,48,Australia,Documentaries,Cooking
2663,46,Japan,News Articles,Science
5373,31,South Korea,News Articles,Health & Wellness
8087,41,Brazil,Political Debates,Health & Wellness
7390,45,UK,News Articles,Politics
9085,42,Brazil,Health Tips,Politics
4116,38,Brazil,Health Tips,Business
3418,36,Canada,Financial Advice,Politics
9081,33,Australia,Health Tips,Finance
1717,43,UK,Financial Advice,Cooking
9503,43,Australia,Financial Advice,Health & Wellness
2748,32,India,News Articles,Science
6705,35,Germany,Health Tips,Finance
6447,47,Brazil,News Articles,Cooking
559,36,France,Health Tips,Cooking
1071,32,India,News Articles,Science
4023,34,Australia,Business Talks,Finance
7289,41,South Korea,Business Talks,Politics
2824,38,Australia,Financial Advice,Politics
1415,42,France,Political Debates,Politics
3895,38,Canada,Financial Advice,Politics
9387,41,India,Health Tips,Business
7477,38,Japan,Financial Advice,Politics
569,38,USA,Documentaries,Health & Wellness
8539,47,South Korea,Financial Advice,Finance
7132,46,Germany,Political Debates,Science
7712,44,South Korea,Business Talks,Fitness
3869,41,Canada,Political Debates,Health & Wellness
6229,37,South Korea,News Articles,Fitness
200,46,USA,News Articles,Business
4798,43,Japan,News Articles,Politics
6021,45,France,News Articles,Business
3792,46,USA,Political Debates,Politics
6509,39,UK,Financial Advice,Politics
8674,33,Japan,Documentaries,Health & Wellness
2122,49,India,Business Talks,Cooking
239,35,Canada,Business Talks,Science
7521,40,Australia,News Articles,Science
4076,47,Brazil,Health Tips,Fitness
8354,45,France,Financial Advice,Science
8324,38,Brazil,Documentaries,Business
8864,45,USA,Health Tips,Fitness
4924,44,Australia,Health Tips,Politics
5555,37,USA,Health Tips,Finance
6901,42,India,Health Tips,Finance
7672,47,Germany,Documentaries,Politics
9070,47,France,Financial Advice,Health & Wellness
8256,40,USA,Political Debates,Cooking
373,49,Brazil,Financial Advice,Cooking
2515,44,USA,Political Debates,Cooking
6791,41,Japan,News Articles,Cooking
652,32,Brazil,News Articles,Fitness
5045,48,France,Financial Advice,Finance
8995,37,USA,News Articles,Cooking
3523,42,Japan,News Articles,Health & Wellness
4822,32,India,Political Debates,Finance
9538,48,Canada,Documentaries,Cooking
7557,36,Germany,Business Talks,Fitness
9745,40,Australia,Health Tips,Politics
6723,45,India,Health Tips,Cooking
7604,35,Australia,Health Tips,Science
4841,33,UK,Political Debates,Health & Wellness
5700,35,France,Financial Advice,Politics
9385,38,Japan,Business Talks,Fitness
8391,38,South Korea,News Articles,Science
5501,38,South Korea,Documentaries,Politics
5192,42,Brazil,Health Tips,Science
4380,38,Japan,Political Debates,Health & Wellness
7284,41,Japan,Health Tips,Health & Wellness
3849,44,India,Business Talks,Finance
1022,38,USA,Political Debates,Health & Wellness
289,40,France,Documentaries,Fitness
4935,37,UK,Documentaries,Politics
4275,47,South Korea,Political Debates,Fitness
5497,34,South Korea,Health Tips,Business
2509,43,Australia,News Articles,Politics
319,34,Brazil,Political Debates,Finance
729,35,Canada,Health Tips,Finance
25,34,South Korea,News Articles,Fitness
1460,48,India,Documentaries,Finance
9413,36,India,Business Talks,Cooking
6043,32,Japan,Health Tips,Science
3770,41,Brazil,Political Debates,Business
3173,44,Australia,Health Tips,Politics
7069,35,South Korea,Financial Advice,Fitness
2059,36,France,Business Talks,Health & Wellness
9338,40,Germany,Political Debates,Finance
775,38,Japan,Political Debates,Politics
8886,44,India,News Articles,Fitness
9182,33,Canada,News Articles,Business
9945,42,France,Political Debates,Business
9819,46,Australia,Health Tips,Health & Wellness
9082,47,Canada,Documentaries,Politics
4276,31,Germany,News Articles,Finance
232,40,Canada,Health Tips,Finance
248,40,USA,Documentaries,Cooking
3742,32,Canada,Health Tips,Finance
3006,39,UK,Documentaries,Fitness
883,43,France,News Articles,Finance
4414,46,Japan,Health Tips,Fitness
2778,48,Japan,Business Talks,Finance
906,49,France,Political Debates,Science
4619,42,France,Health Tips,Fitness
573,38,France,Business Talks,Fitness
8072,47,Japan,Documentaries,Cooking
5606,45,UK,Documentaries,Health & Wellness
3394,40,Canada,Business Talks,Health & Wellness
9136,45,India,News Articles,Business
3460,45,India,Business Talks,Politics
5110,37,France,Business Talks,Fitness
8452,43,India,Documentaries,Science
3910,47,Canada,Political Debates,Politics
9376,39,South Korea,Health Tips,Cooking
6796,38,Brazil,Political Debates,Fitness
9945,48,UK,Documentaries,Fitness
9488,43,Japan,Financial Advice,Business
4514,46,Australia,Financial Advice,Cooking
3448,39,Australia,Financial Advice,Finance
5230,42,Brazil,News Articles,Finance
7819,42,France,Political Debates,Science
6816,36,Japan,Health Tips,Finance
2340,49,Canada,News Articles,Science
1208,37,UK,Business Talks,Business
2946,33,Australia,Documentaries,Finance
7592,46,Japan,Financial Advice,Health & Wellness
5946,48,India,Documentaries,Politics
4028,46,South Korea,Documentaries,Cooking
7480,37,Japan,Health Tips,Politics
2399,34,UK,Business Talks,Health & Wellness
7301,38,Japan,Business Talks,Cooking
9503,43,Australia,Political Debates,Cooking
4903,43,Brazil,Financial Advice,Cooking
8281,47,Australia,Business Talks,Finance
4962,47,South Korea,Documentaries,Finance
3842,35,Japan,Business Talks,Politics
5445,36,Japan,Documentaries,Health & Wellness
2960,49,USA,Business Talks,Fitness
2024,43,Canada,Political Debates,Cooking
7930,44,UK,News Articles,Fitness
9174,34,Germany,Documentaries,Business
2058,37,UK,Business Talks,Business
761,38,France,Health Tips,Science
254,43,Germany,News Articles,Health & Wellness
7494,36,UK,Political Debates,Health & Wellness
5007,36,Germany,Health Tips,Fitness
9974,33,Australia,News Articles,Health & Wellness
6708,33,India,Financial Advice,Health & Wellness
1,43,USA,Financial Advice,Politics
2642,32,Germany,News Articles,Business
8863,46,UK,Financial Advice,Health & Wellness
6641,36,France,Health Tips,Finance
4447,38,Brazil,Documentaries,Health & Wellness
5403,38,Brazil,Financial Advice,Health & Wellness
2062,36,India,Financial Advice,Science
4295,44,South Korea,Financial Advice,Finance
9657,33,Australia,Financial Advice,Cooking
790,40,Australia,Health Tips,Health & Wellness
1503,33,India,Business Talks,Cooking
3063,42,Canada,Health Tips,Science
2554,47,Australia,Political Debates,Science
4579,35,Germany,Documentaries,Fitness
4970,39,Canada,Documentaries,Health & Wellness
9196,37,Japan,Business Talks,Politics
3609,34,USA,Business Talks,Business
5869,43,France,Financial Advice,Politics
668,43,France,Documentaries,Finance
3255,40,Brazil,Documentaries,Politics
7455,48,Australia,Documentaries,Politics
101,47,France,Political Debates,Cooking
6535,43,USA,Business Talks,Politics
8313,47,Australia,Political Debates,Politics
4414,34,Canada,News Articles,Health & Wellness
8186,31,Australia,Financial Advice,Finance
8213,31,Brazil,Documentaries,Fitness
3223,45,South Korea,Business Talks,Business
2552,43,France,Financial Advice,Business
8103,47,India,Documentaries,Fitness
718,38,France,Political Debates,Business
5791,48,Japan,News Articles,Science
6831,43,France,Political Debates,Fitness
3633,44,South Korea,Documentaries,Finance
8209,38,UK,Financial Advice,Politics
6800,38,USA,Health Tips,Health & Wellness
8972,45,France,Business Talks,Cooking
2514,43,Brazil,Political Debates,Politics
8517,37,UK,Business Talks,Finance
6126,35,Australia,Business Talks,Finance
2705,47,Brazil,Health Tips,Science
6261,46,Brazil,Financial Advice,Finance
4598,32,Brazil,Political Debates,Cooking
1124,48,Australia,News Articles,Business
6936,47,Japan,Documentaries,Business
8122,37,Australia,Political Debates,Science
7026,43,Germany,Business Talks,Finance
8990,48,Japan,Financial Advice,Health & Wellness
8609,44,Brazil,Health Tips,Politics
4942,48,Germany,Health Tips,Science
606,43,Australia,Political Debates,Finance
5257,41,France,Health Tips,Health & Wellness
5774,46,Australia,Health Tips,Health & Wellness
3519,47,France,Business Talks,Finance
6674,38,UK,Business Talks,Business
9380,49,Australia,News Articles,Science
6382,45,India,Documentaries,Business
4346,39,Germany,Business Talks,Health & Wellness
2715,40,France,Documentaries,Business
9854,42,UK,Business Talks,Business
6722,31,Australia,News Articles,Politics
6506,39,South Korea,Health Tips,Business
6477,45,South Korea,Business Talks,Cooking
2474,31,UK,Documentaries,Science
1291,42,Australia,News Articles,Fitness
8079,33,South Korea,Business Talks,Cooking
6512,41,Brazil,Documentaries,Business
3344,32,USA,Business Talks,Health & Wellness
2982,46,UK,Health Tips,Fitness
2018,39,Brazil,Documentaries,Fitness
6387,45,Germany,News Articles,Fitness
5586,42,USA,Financial Advice,Business
7159,31,India,Political Debates,Business
6930,43,Canada,Documentaries,Finance
1068,44,Brazil,Financial Advice,Science
4003,38,Japan,Health Tips,Politics
1835,38,UK,News Articles,Health & Wellness
6730,42,Canada,News Articles,Fitness
9624,31,UK,Documentaries,Fitness
9627,41,Japan,Business Talks,Health & Wellness
6139,38,Brazil,Business Talks,Science
1956,40,India,News Articles,Finance
2804,49,India,Business Talks,Science
2699,41,South Korea,News Articles,Politics
7848,37,UK,Political Debates,Business
5625,41,Canada,Health Tips,Business
8079,47,Australia,Documentaries,Business
5586,31,UK,News Articles,Business
8059,38,Germany,Political Debates,Finance
5457,36,South Korea,Financial Advice,Cooking
4522,48,Germany,Financial Advice,Health & Wellness
4038,36,Canada,Business Talks,Fitness
8176,35,UK,Business Talks,Finance
9860,43,Canada,News Articles,Cooking
391,49,India,Documentaries,Business
8969,38,USA,Business Talks,Finance
9947,39,USA,Political Debates,Science
9728,47,Brazil,News Articles,Politics
7327,33,Germany,Business Talks,Science
8149,49,Canada,Financial Advice,Health & Wellness
3621,41,UK,Business Talks,Fitness
3710,47,Canada,Health Tips,Science
5095,49,India,Health Tips,Finance
3364,32,USA,Documentaries,Business
6732,38,Canada,Documentaries,Fitness
2911,49,Brazil,Political Debates,Politics
4224,37,India,Health Tips,Business
6532,47,Canada,News Articles,Science
2469,36,Japan,Financial Advice,Finance
3857,49,Canada,News Articles,Cooking
1361,36,France,Business Talks,Finance
8558,32,UK,News Articles,Health & Wellness
258,36,Canada,Financial Advice,Cooking
672,35,France,Documentaries,Cooking
3639,49,Brazil,Financial Advice,Finance
3208,34,UK,Financial Advice,Politics
5090,47,South Korea,News Articles,Science
7741,41,UK,Financial Advice,Finance
651,34,France,News Articles,Business
3033,43,India,Financial Advice,Business
8514,47,USA,Political Debates,Science
1257,39,Germany,Business Talks,Business
5270,34,Japan,News Articles,Fitness
2025,44,Brazil,Political Debates,Health & Wellness
7635,49,India,News Articles,Finance
6209,33,Canada,Financial Advice,Health & Wellness
7329,44,India,Financial Advice,Science
3368,38,Brazil,Political Debates,Business
5579,31,Brazil,News Articles,Business
6732,40,France,Documentaries,Cooking
3668,48,USA,Business Talks,Fitness
543,46,South Korea,Documentaries,Business
7732,38,Australia,News Articles,Finance
7696,31,UK,Documentaries,Business
4536,42,India,Health Tips,Fitness
7740,38,USA,Documentaries,Science
7550,46,India,Business Talks,Science
7429,48,Japan,Business Talks,Health & Wellness
2007,34,South Korea,Health Tips,Finance
6038,36,Brazil,Health Tips,Health & Wellness
3189,42,Australia,News Articles,Health & Wellness
7522,39,Japan,Financial Advice,Business
4106,45,France,Documentaries,Health & Wellness
2820,46,South Korea,Health Tips,Business
8078,42,Germany,Health Tips,Cooking
5689,44,South Korea,Business Talks,Business
2294,43,Japan,Documentaries,Politics
8986,32,Canada,Political Debates,Finance
3610,33,Canada,Financial Advice,Politics
2329,40,Canada,News Articles,Health & Wellness
3685,39,France,Political Debates,Health & Wellness
2590,38,Japan,Financial Advice,Finance
6415,40,Canada,Health Tips,Health & Wellness
4436,49,South Korea,Business Talks,Finance
6806,33,Canada,Political Debates,Politics
575,35,Australia,Health Tips,Science
7228,33,USA,Business Talks,Science
991,46,UK,Documentaries,Politics
2442,47,Australia,Political Debates,Politics
4409,45,Brazil,News Articles,Health & Wellness
965,33,Australia,Health Tips,Health & Wellness
3912,42,Canada,Documentaries,Business
4594,39,Germany,News Articles,Politics
8654,42,Canada,Business Talks,Cooking
8143,45,France,Political Debates,Fitness
5602,32,UK,News Articles,Fitness
9939,48,Japan,News Articles,Science
853,42,Germany,Business Talks,Health & Wellness
9904,34,South Korea,Political Debates,Finance
8429,46,UK,Financial Advice,Health & Wellness
909,46,India,Documentaries,Politics
5871,31,South Korea,News Articles,Fitness
3346,32,South Korea,News Articles,Science
2719,33,India,Business Talks,Finance
7036,47,Germany,Political Debates,Finance
7200,31,India,Health Tips,Science
9514,36,Brazil,Business Talks,Fitness
9901,45,Australia,News Articles,Science
3992,44,Australia,News Articles,Science
7934,45,India,Business Talks,Business
27,44,USA,Political Debates,Fitness
6640,35,UK,Business Talks,Health & Wellness
8903,36,UK,Financial Advice,Finance
4879,47,USA,News Articles,Finance
1559,41,UK,Health Tips,Finance
1652,46,Australia,Business Talks,Finance
684,42,France,Business Talks,Fitness
2583,45,India,Business Talks,Business
5493,34,Canada,Political Debates,Health & Wellness
7426,48,UK,Documentaries,Cooking
5480,33,France,Financial Advice,Health & Wellness
7820,38,Japan,Health Tips,Cooking
716,33,Germany,Financial Advice,Politics
9546,38,USA,Documentaries,Cooking
6938,48,UK,Financial Advice,Business
9078,40,Canada,Business Talks,Fitness
1784,47,Brazil,Health Tips,Science
6983,38,Germany,Political Debates,Fitness
2431,41,France,Documentaries,Fitness
2937,35,Japan,Documentaries,Health & Wellness
9076,43,Germany,Health Tips,Politics
1400,35,Canada,News Articles,Cooking
6988,43,Germany,Documentaries,Politics
8282,36,India,Documentaries,Science
7554,35,France,News Articles,Health & Wellness
6835,39,Brazil,Documentaries,Finance
5092,46,France,Documentaries,Fitness
830,32,South Korea,Documentaries,Business
2987,31,Australia,Health Tips,Fitness
6691,38,Japan,Documentaries,Finance
177,49,Australia,Financial Advice,Business
8829,41,USA,Business Talks,Fitness
3753,42,Brazil,Health Tips,Finance
4341,42,Canada,Financial Advice,Science
3671,37,Australia,Health Tips,Cooking
3959,43,Canada,Political Debates,Finance
507,38,Germany,Documentaries,Politics
2398,39,Australia,Health Tips,Business
1310,37,Japan,Health Tips,Politics
5951,45,Japan,Documentaries,Finance
756,32,France,Health Tips,Fitness
9820,42,France,Political Debates,Fitness
3599,31,UK,Business Talks,Cooking
3519,38,USA,Financial Advice,Health & Wellness
9097,35,Germany,News Articles,Business
108,45,South Korea,Financial Advice,Cooking
8457,31,Canada,Documentaries,Finance
677,31,USA,Financial Advice,Health & Wellness
5567,40,France,Business Talks,Business
5889,40,India,Documentaries,Fitness
2395,45,UK,Documentaries,Science
5150,47,Brazil,News Articles,Cooking
2022,36,Canada,Political Debates,Fitness
2049,33,Brazil,Political Debates,Politics
894,43,UK,Political Debates,Health & Wellness
6088,46,Australia,Health Tips,Fitness
1381,38,Brazil,Political Debates,Health & Wellness
9222,45,Canada,Business Talks,Business
6102,47,Canada,Documentaries,Health & Wellness
6281,47,India,Documentaries,Finance
6887,43,Canada,Health Tips,Finance
1060,47,South Korea,Financial Advice,Fitness
2310,36,France,Business Talks,Health & Wellness
9845,47,South Korea,News Articles,Finance
352,46,France,Political Debates,Fitness
8657,44,Germany,Health Tips,Science
8748,43,India,Financial Advice,Fitness
564,36,Canada,Business Talks,Cooking
1191,33,South Korea,News Articles,Fitness
6379,44,USA,Business Talks,Cooking
2564,44,UK,Business Talks,Science
270,45,Japan,Health Tips,Health & Wellness
1043,38,Canada,Health Tips,Cooking
9002,45,Australia,Health Tips,Science
488,43,Japan,News Articles,Fitness
8941,47,Canada,Political Debates,Health & Wellness
